"Id"	"Accession"	"Gene_name"	"Identification_type_10amol_1"	"Identification_type_10amol_2"	"Identification_type_10amol_3"	"Identification_type_10amol_4"	"Identification_type_50amol_1"	"Identification_type_50amol_3"	"Identification_type_50amol_2"	"Identification_type_50amol_4"	"Identification_type_100amol_1"	"Identification_type_100amol_3"	"Identification_type_100amol_2"	"Identification_type_100amol_4"	"Identification_type_250amol_1"	"Identification_type_250amol_2"	"Identification_type_250amol_3"	"Identification_type_250amol_4"	"Identification_type_500amol_1"	"Identification_type_500amol_3"	"Identification_type_500amol_2"	"Identification_type_500amol_4"	"Identification_type_1fmol_1"	"Identification_type_1fmol_2"	"Identification_type_1fmol_3"	"Identification_type_1fmol_4"	"Identification_type_5fmol_1"	"Identification_type_5fmol_3"	"Identification_type_5fmol_2"	"Identification_type_5fmol_4"	"Identification_type_10fmol_1"	"Identification_type_10fmol_2"	"Identification_type_10fmol_3"	"Identification_type_10fmol_4"	"Identification_type_25fmol_1"	"Identification_type_25fmol_2"	"Identification_type_25fmol_3"	"Identification_type_25fmol_4"	"Identification_type_50fmol_1"	"Identification_type_50fmol_2"	"Identification_type_50fmol_3"	"Identification_type_50fmol_4"	"Specific_peptides"	"Intensity_10amol_1"	"Intensity_10amol_2"	"Intensity_10amol_3"	"Intensity_10amol_4"	"Intensity_50amol_1"	"Intensity_50amol_3"	"Intensity_50amol_2"	"Intensity_50amol_4"	"Intensity_100amol_1"	"Intensity_100amol_3"	"Intensity_100amol_2"	"Intensity_100amol_4"	"Intensity_250amol_1"	"Intensity_250amol_2"	"Intensity_250amol_3"	"Intensity_250amol_4"	"Intensity_500amol_1"	"Intensity_500amol_3"	"Intensity_500amol_2"	"Intensity_500amol_4"	"Intensity_1fmol_1"	"Intensity_1fmol_2"	"Intensity_1fmol_3"	"Intensity_1fmol_4"	"Intensity_5fmol_1"	"Intensity_5fmol_3"	"Intensity_5fmol_2"	"Intensity_5fmol_4"	"Intensity_10fmol_1"	"Intensity_10fmol_2"	"Intensity_10fmol_3"	"Intensity_10fmol_4"	"Intensity_25fmol_1"	"Intensity_25fmol_2"	"Intensity_25fmol_3"	"Intensity_25fmol_4"	"Intensity_50fmol_1"	"Intensity_50fmol_2"	"Intensity_50fmol_3"	"Intensity_50fmol_4"
125576	"2A5D_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	105	6789568.5	7563968.5	6274295	5880019.5	6576640	7266464.5	6369345	5013125.5	7287335	7575005.5	7209280.5	6016646.5	7164299.5	5880369	7558348.5	5057880	6415092.5	6911580	5998777.5	6323546	6746290.5	5806981	6791303	6868406.5	6201559	7005568.5	5685365	6409233.5	6768357.5	6203590	6700385	6222084.5	8209019.5	6112192.5	7128207	6593712.5	8192058.5	5618372.5	6885977.5	3707545.5
125234	"2AAA_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	272	20485420	23705566	19753696	18531210	19211368	21275706	19927424	17046200	23037738	23137296	21013460	18390886	19150876	18783296	22277568	16853324	20177998	22343348	19402876	18832706	18623780	18888578	22208704	21299388	19196814	22896734	17579012	20563724	20534744	19773094	22750072	22471472	25641546	19468514	21976228	19681978	27135928	19601954	23713320	13294126
126299	"2ABA_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	127	7702282	8597730	7421143.5	6728695.5	7575057	7998518.5	7600041.5	6138246.5	8724719	8813229	7514864.5	7095573	7600337	7433106	8063919	6104551.5	7268450	8272422	7259384.5	6490607	7152056	6904432.5	8266334.5	7552539.5	7319889.5	8444796	6582522	7240088	7990901	7318673.5	8128600.5	7276057.5	9293788	7274059	8421153	7157707	8904989	6721246.5	8312141.5	5177512.5
124926	"3HAO_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	137	11222856	14236159	11277909	10276732	12033842	13025803	11741273	9163816	14988785	13628679	13428533	10666158	11486434	11789378	12011503	9246739	12737622	12856417	11396820	10367820	11669846	10961839	12591029	10348094	11033089	13048857	11509299	9959285	12287330	12049403	12865523	12096027	15552417	11610545	13619060	10799434	15584074	11398519	13213643	6087250.5
125463	"6PGD1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1250	464532288	502698016	443246912	411016864	443183488	481129344	436411072	371813536	506113824	526740768	485042720	416468064	440441120	427923648	488018720	382009344	459963104	507728000	447689184	424827360	453324000	442036800	506666464	453378176	420512128	504409408	416804608	444618624	494209440	462949568	517234912	482965952	565075392	449111616	518816096	456476352	595387072	459473120	554163200	314335904
125464	"6PGD2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2	2541938.75	2718689	2582677.75	NA	2742543.5	2991562.25	2678204.5	2008070.25	2763844.5	3145959.75	2965703.75	2465411	2689521.25	2738904	3018399.5	2013145.75	NA	2656371.5	NA	2618601.25	NA	2770711.5	2958806	NA	2510730.5	3166543.75	2823362	NA	2724115.75	2683439.25	2892500	2562709	3148698.5	2782134.25	3230564.5	2500668.5	2894580.25	2526598.25	NA	1510375.62
123901	"AAKG_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	146	18366330	20375530	16666803	15340288	17388200	19307380	16207250	13602485	19774422	20609190	18725534	16182515	16968478	15858347	18241700	13367554	16835160	19732386	17278002	15679599	15888973	16090069	18599268	18607932	16263095	20406438	16230496	17594320	17587834	16800702	18233706	16684552	21873928	15501324	17580014	16913466	21206452	15774870	17655078	8307450.5
125595	"AAP1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	471	63395780	68420936	61880600	61534944	62021104	67384360	59394736	51807344	70543504	75559384	67617248	59196308	64637276	60974484	68117704	51353220	62781592	70604752	61341436	60109244	62218668	59149220	69265088	64274516	56624756	71135744	58457876	63597936	65938108	64651020	71533800	69851520	78573840	61309560	70269832	65721052	79716864	60234528	73085224	42313052
123661	"AATC_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	912	181201520	196912992	169492320	158555968	166123008	184673792	165969728	136812144	194478048	202076176	187790208	157540464	167558320	158133760	182574112	139213200	174604752	192185536	167372864	151745968	168297136	162083184	187880704	168895600	161468592	190557584	154582256	164365360	185393120	175365632	197855840	179048176	212357744	171198624	196163120	167239312	223605216	173647440	210148032	118877088
123676	"AATM_YEAST"	NA	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	18	1740827.38	4204492	2528601.5	835181.94	3968853.5	1676982.88	1605906.25	2121575.5	5026428	2905698.25	4223407.5	2295929.5	2705215	3657401	1897680.5	1453664	2953044.25	2890153.5	1849147.25	3201115.5	1884086.62	2562655	3043813.25	4355601.5	2861730.75	2196850	2473924.75	2052187.62	3014332	3672931.75	6948180	1811171.25	3874869.5	1858691.25	2062628.88	1908593.62	3871854	7344145.5	2977679.25	957645.44
125118	"AB140_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	195	23643154	25595528	21293232	20388778	21512050	21955352	20470040	19469042	24685152	24259948	22608034	21532326	21681780	20569168	25722026	18420868	22372352	25163382	21888626	21223476	22358380	21806600	24566218	21429312	20843560	25591046	20395392	20786030	21983552	21455168	23001552	22465584	25910448	20741218	25743894	22135310	27894618	21181560	25729916	16161866
125831	"ABF1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	100	8699178	9344586	7584471	7218427	8278674.5	8929462	7653092.5	6245829.5	9229282	10072504	8578164	6939730	7862199	7725542	8266316	6059615	8064253	9934114	8284615	6797645.5	8190756	7138280.5	8869295	6567197.5	8247549.5	8503805	7179581.5	7052250	8388230	7607693	8951761	6999614	9526312	7173453	8694557	7108827.5	9113539	7533808.5	8295718	6035574
123903	"ABF2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	436	126227792	145912624	120889824	116908328	123113224	135611472	127409776	105323648	149698256	156722112	142019232	120283312	127048648	121932640	143180064	101689152	129878216	149770512	127049864	116359304	132869408	121579144	146335248	125582200	123818280	141235120	116779976	121804936	137896160	127308872	143970672	131882464	156365264	126885496	140892352	121438704	153768928	123828736	145678800	83013016
124240	"ABP1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	461	77760688	83492176	67946192	65645776	77155328	76962680	71216288	57559828	84596408	84190520	78690456	66073080	73891736	68629120	75834632	57420380	75001136	81841432	71139880	62006788	74751576	68927256	78185000	68566656	70866696	77723696	66516916	67926488	78481576	73090552	79083496	73765288	92724112	71531736	81438880	69711744	88738776	71934704	81782984	49624216
124592	"ACA2_YEAST"	NA	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	5	511294.47	151393.84	568201.25	266000.97	144464.27	NA	NA	488912.91	708092	924506.06	109415	328158.47	NA	304852.72	728148.5	564513.06	NA	269622.31	NA	809035	226945.5	NA	NA	480740.12	191146.94	NA	NA	905384.81	365342.56	797618.5	NA	907108.44	905954.5	359102.44	991494.38	1104444.12	1218805	347450.25	577496.69	441641.94
124210	"ACAC_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2751	561461440	616553728	517298304	485921184	529643488	573757504	521728544	437366720	616970560	638775296	595105728	498202944	542836672	508394304	586960064	437863744	557172224	603398016	534489408	499088000	528873472	515670240	593608448	535517024	511584352	610635648	507173088	530214528	582640640	546900032	607538240	569337280	680554304	520668032	602429184	532428480	670584000	529704064	616645760	326924544
125025	"ACBP_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	223	95572752	103837576	85382224	73016496	80424256	92736448	80254872	65736744	102497232	100320928	93418560	77102832	78985272	78901992	88584752	62352128	86555072	98581128	84150128	73230008	95764976	91387168	94920776	93053944	82624744	90086976	77906568	79268440	105831712	89830408	94460280	91571832	110754768	82308640	93270016	80058416	110993544	93070872	106051656	42662808
126406	"ACF4_YEAST"	NA	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	4	NA	NA	NA	NA	NA	471239.34	366232.22	293450.47	NA	413417.94	577522.38	349821.47	NA	342989.97	NA	315692.91	NA	391000.28	NA	387036.62	NA	NA	NA	310923.41	NA	383426.88	275475.34	349510.41	449706.44	420610.03	399734.44	NA	781657.38	NA	NA	428474.09	NA	NA	451516.62	286063.5
125374	"ACH1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	103	10718034	12320752	10310724	9051627	10043552	10978675	9957965	7774207	11222691	12121111	11933337	8893536	10748590	10450358	10349280	8111368.5	10084888	12232417	9803729	9260527	10099009	9398543	10474236	9905250	10196300	11464966	9423647	9642438	11656492	10733024	11283076	9207468	12371236	9127030	10854234	9554061	11474477	10255695	10858695	6011549
124645	"ACK1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	2	54320000	58844064	59844764	57343336	53093672	58677576	53490020	42909888	62814792	67703928	63918268	51965296	52204156	53868720	63210356	45926652	55013692	56389744	54455920	536665.69	51438064	53709124	59792216	54847300	50014236	63477340	52027968	54519908	57980308	56270072	64817836	53677356	67933744	57381328	67199344	54027856	64623040	54909364	68198744	27761752
125031	"ACL4_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	43	4522662.5	5338602	4726410.5	4364649.5	4970167.5	5337940.5	5217653.5	4255681.5	5801919	5569339	5359319.5	4719669.5	4496160	4354258.5	5293868	4347332	5296874.5	4992541	5058492	4030795.75	4895331	5003880.5	5354237	4634572.5	4655847	5398889.5	4530808.5	4983940	5092419.5	4944029	5620542	5351411.5	5757803.5	4748704	5359268	5184035.5	6228027.5	4741615	5747989	3556939.5
124441	"ACO1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	408	147079776	160613024	137541664	132728824	138289584	152168880	140471184	121666512	157865888	177013040	159581536	134767568	141990032	139431488	158796272	116820448	142515600	168974704	142271264	132164296	138785696	141803184	166775152	146036304	138065472	158634720	134942288	143007536	148041024	147560672	163446224	155253552	175040864	141273136	170315520	150278864	177615232	143413024	172106832	88693000
126222	"ACON_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	909	203577936	222138320	191433808	180476944	194303392	210331696	186895552	159726272	225786608	234016608	216545280	182162720	194589536	187138384	216301264	157629920	196388160	222721680	194994944	179020816	189579232	184577776	212911776	194606800	183505056	222810256	183507760	191237424	215019536	196519024	223449664	207312576	241372624	191661120	223177440	194270464	244490080	193584240	231433360	114869128
