"Id"	"Accession"	"Gene_name"	"Identification_type_10amol_1"	"Identification_type_10amol_2"	"Identification_type_10amol_3"	"Identification_type_10amol_4"	"Identification_type_50amol_1"	"Identification_type_50amol_3"	"Identification_type_50amol_2"	"Identification_type_50amol_4"	"Identification_type_100amol_1"	"Identification_type_100amol_3"	"Identification_type_100amol_2"	"Identification_type_100amol_4"	"Identification_type_250amol_1"	"Identification_type_250amol_2"	"Identification_type_250amol_3"	"Identification_type_250amol_4"	"Identification_type_500amol_1"	"Identification_type_500amol_3"	"Identification_type_500amol_2"	"Identification_type_500amol_4"	"Identification_type_1fmol_1"	"Identification_type_1fmol_2"	"Identification_type_1fmol_3"	"Identification_type_1fmol_4"	"Identification_type_5fmol_1"	"Identification_type_5fmol_3"	"Identification_type_5fmol_2"	"Identification_type_5fmol_4"	"Identification_type_10fmol_1"	"Identification_type_10fmol_2"	"Identification_type_10fmol_3"	"Identification_type_10fmol_4"	"Identification_type_25fmol_1"	"Identification_type_25fmol_2"	"Identification_type_25fmol_3"	"Identification_type_25fmol_4"	"Identification_type_50fmol_1"	"Identification_type_50fmol_2"	"Identification_type_50fmol_3"	"Identification_type_50fmol_4"	"Specific_peptides"	"Intensity_10amol_1"	"Intensity_10amol_2"	"Intensity_10amol_3"	"Intensity_10amol_4"	"Intensity_50amol_1"	"Intensity_50amol_3"	"Intensity_50amol_2"	"Intensity_50amol_4"	"Intensity_100amol_1"	"Intensity_100amol_3"	"Intensity_100amol_2"	"Intensity_100amol_4"	"Intensity_250amol_1"	"Intensity_250amol_2"	"Intensity_250amol_3"	"Intensity_250amol_4"	"Intensity_500amol_1"	"Intensity_500amol_3"	"Intensity_500amol_2"	"Intensity_500amol_4"	"Intensity_1fmol_1"	"Intensity_1fmol_2"	"Intensity_1fmol_3"	"Intensity_1fmol_4"	"Intensity_5fmol_1"	"Intensity_5fmol_3"	"Intensity_5fmol_2"	"Intensity_5fmol_4"	"Intensity_10fmol_1"	"Intensity_10fmol_2"	"Intensity_10fmol_3"	"Intensity_10fmol_4"	"Intensity_25fmol_1"	"Intensity_25fmol_2"	"Intensity_25fmol_3"	"Intensity_25fmol_4"	"Intensity_50fmol_1"	"Intensity_50fmol_2"	"Intensity_50fmol_3"	"Intensity_50fmol_4"
124160	"FCF2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	42	2177486	3677508.25	1961729.25	1560900.62	3629902.5	2132193.75	2850459.75	1553321.75	336604.09	2572852.5	2432536.25	2084054.88	2247784.75	358222.59	435920.53	2902898.25	418919.53	454988.62	3411220	2321071	2480902.25	2551860.5	3198505	3087136	2323559.25	3491530.5	2498905	3450815	3000851.25	507088.22	3733487	470771.59	4196305	3406739	3464258.75	3567488	4394558	2665477.5	628120.75	1964724.62
124411	"FCP1_YEAST"	NA	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	26	247296.78	291562.03	269781.94	1549166.5	259194.97	300226.62	1669467.25	256867.09	262509.84	296964.5	1128422.75	289614.03	2182247.25	894140.56	2168863	1863086.5	332458.78	400778	307851.84	357374.62	297630.72	2705170.75	370366.81	332176.81	1068757.75	3825048.5	362773.78	3164486.5	1258150.38	3700014.75	479419.53	3179048.5	592440.75	3331192	3984158.25	3727276.25	778094.81	694024.56	773730.06	580362.88
125090	"FCY1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	156	9010089	10345122	8150214	8367833	8461518	8951773	8647902	6799710	10200230	10453971	9471476	8409851	8259138.5	7661023.5	9360200	6989338.5	7886844.5	9132932	7888258.5	7425760	7334135	8334336.5	9285045	8654857	6421948.5	9008199	7675516.5	9197474	8449983	8244654.5	9398308	9145823	10363667	8227928	10023280	8829650	11142636	7753171	10175383	5958023
125555	"FCY2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	44	5684039	7732833	5564718.5	5689390.5	5831567.5	7178187	5927851	5563737.5	7181119	8177467	6991876.5	5145698.5	6334308	5522493.5	6956274.5	4458201.5	6612481.5	6620252	5976484	6070423.5	7019655.5	5845862	6852075.5	5852414	3949615	7646552	5699099.5	6128385.5	6509777	7070850.5	8258453	6374802	8750508	6281467.5	7099088	7249107.5	6928182	7136139.5	7245534.5	4794373.5
125488	"FDFT_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	470	114351664	127985608	106713680	99462176	111434776	120202760	105679424	88920720	126477032	127652072	122946040	100253136	109967592	104123616	119643016	89917944	111114336	121805648	109210376	98649280	106587640	103288968	119342688	107927192	105325440	126116696	100752416	106463200	119747560	109601000	121676024	110665408	136794288	105516448	122655152	106683920	135150496	102747624	121166832	61268356
125108	"FEN1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	143	10330273	12267607	11160179	9946858	11075237	11165699	9973977	9188754	12487666	12676645	12604922	10201918	10411568	8234250.5	11729261	8913795	10845888	12394370	11345009	9169298	10041054	10071749	10994275	10241066	9782835	12572410	10178413	10644858	10494148	10755762	12754517	11802298	15418297	11419450	13285419	11898994	15333259	11091764	13609936	8873291
125395	"FES1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	142	16934036	17799704	17156290	14763537	16835492	19146346	16201642	13283961	19850090	21679096	19104784	15120408	16152082	16502624	17844894	12290598	17747388	19173280	18584944	15709731	16441187	16175151	18628106	17222140	16554138	18790644	15477563	16346033	19025796	17507604	17744284	16412186	21671628	14927026	18771406	16791620	20444898	15585275	18292876	11537324
125311	"FET3_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	52	5338922.5	5884153.5	5396913	4827093.5	4949734	5135214	4477776.5	4412766.5	5641168	5560622	5580757	5039962.5	4763209	4265131.5	6073500.5	4245160.5	5017451.5	6386256.5	4936526.5	4816081.5	4270350	4643981	6065696.5	5581456.5	4505842.5	5985229.5	4444194.5	5740624	5405721	4427764.5	6844685	5172039	5545395.5	4800626.5	6330913.5	5434164.5	6103961.5	4726991.5	6041295.5	2970996.75
123933	"FET5_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	9	1528470.12	587823.5	506097.78	1513830.88	1782298	728942.12	665194.88	593767.88	2446036.25	740185.81	622416.62	686019.69	2325122.5	575534.81	728880.62	2097854.5	2343777.75	685162.12	750417.81	2588658.25	787920.94	NA	839789.56	860873.06	672061.06	1032989.06	635517.62	847834.69	830831.69	652658.56	904243.25	681367.19	963768.5	902208.19	839153.62	1068825.5	NA	735829.12	8484535	569660.31
125957	"FHP_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1736	546893056	597671488	509414944	467584256	526691456	566028032	500647872	419874528	591878144	601419264	565084672	484558752	522746752	495171424	565047040	426540096	544446464	596525312	510981792	482340000	526402400	494494272	572388032	530549696	495683328	586534528	482192256	515322880	577942720	528947424	593928640	552879360	650097728	512603360	589501184	513068992	665153152	520198944	624091840	305457408
125913	"FIMB_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	606	83871072	94100512	82825600	76032392	81274584	87731392	80555072	67802352	96668336	99407616	92282240	76402680	79940128	77143520	89912016	66489616	83943360	89615320	81065528	76055112	81029200	80652440	91550744	84789312	77412872	94081632	77999552	84301832	85758848	82454832	92693208	88735000	105185184	80734704	94674464	85346528	104799304	81907336	95801576	49303664
125080	"FIP1_YEAST"	NA	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	18	1769508.62	NA	1642458	545069.25	NA	NA	704641.5	499408.75	NA	680277.12	NA	603371.38	NA	546613.25	641904.62	528026.56	565926.12	642663.12	619022.38	637909.31	3943144	570120.75	759540.5	648375	571647.25	674305.19	581669.94	3578786.75	6018194.5	813215.88	1013135.81	872483.94	NA	672819.12	776056.88	923187.81	746470	670607.06	909667.69	404596.66
123588	"FIS1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	2845003	2620496.25	2572405.5	2136757.25	2426072.75	3012134	2244953.25	2148160.25	2894355.25	3094082.75	3176666.5	2311757	2628146.75	2050631.75	2456637.25	1831892.38	2978771.75	2855888.25	2425878.5	2143119.75	2416675.75	2019576.25	2550946.25	2618739.75	2141038	2950264.5	2611795.75	2759998.75	2717227.5	2795483.5	3080843.25	2572188	3931013.5	2835913.25	2956166.5	2427092.25	3607403.25	2765379	3282458.75	1318935.25
124015	"FKBP_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	333	169267520	196520992	164833920	156765088	174677472	187876128	164864704	141899168	193898672	195090272	185442320	159052080	168486768	160469680	180738816	140891440	174426272	194796064	165323440	163938832	161334480	157138960	184546992	177887008	157469280	189947616	154894512	177097264	177842560	169215392	192135920	181643008	204547728	169431936	194741024	167343040	206336480	165300464	199721392	113543720
124757	"FKBP2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	120	16123736	17286304	15184522	15432065	16676634	17104714	15422741	13885354	18318544	18169442	17500202	15527306	16247819	15053828	17330682	14257875	16655387	18898436	16478666	16078047	15977037	15627392	18344062	17141320	14916507	19129830	15454403	16161175	16943698	16625734	18923024	18573386	19271318	16429111	18470788	16738806	19574308	16365758	19292750	10873350
125251	"FKBP3_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	375	47199104	52926912	46300916	43248928	45308516	49414616	44382952	40233396	52286172	52369456	49062168	44372072	44780592	43426896	49186664	39021208	46681516	52301680	43993796	41699884	43121736	42356828	52000880	48463880	44523736	52517652	41385180	49415624	48578312	43390416	52257284	50964520	57625584	43967512	52639504	47736708	58200456	45452500	53519192	30280804
125250	"FKBP4_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	175	47818300	51202336	44896460	40983924	47157284	48332728	42714052	38830024	54642600	55375296	48714748	44268412	43026488	41515296	50250324	35978832	47766668	52396192	45376628	42391980	44388048	44153496	49143412	46250192	41630740	52704768	42441356	44619216	48758912	44816628	53111400	46887652	55973568	42256276	51523448	44574872	56965720	45072120	52210444	28224298
124258	"FKH1_YEAST"	NA	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	22	2334283.75	178140.73	1999273.38	2984641.5	NA	3113125.25	271913.53	1461934.88	2875361.75	2313156.75	58408.14	1739956	784731.94	NA	2215121.5	2357593.75	2685973.75	1976091	1631423.88	3599837	393792.34	2061473.25	2012973.88	3929665.25	2054623.88	568503.06	513688.75	2166049	643363.81	583300.19	4106254.5	3349169	587202.19	3619079.25	4182000.25	2291280.25	874846	609611.69	2452005	1909733.5
124266	"FKS1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	412	56612132	64287996	54695124	50462604	55655380	61923568	55761784	46846668	62861228	67971968	62744624	52678020	54293596	52663372	59588664	45997296	56584448	63403004	56011256	49437232	52450208	51761384	58907816	54738732	53342400	62832912	50582180	54297132	58994264	56765840	65012600	57944348	73597456	55401900	63280936	53175964	70445104	52234132	63463416	36743860
124265	"FKS2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	45	275877.16	2323100	1840068.75	4148036.75	2126369.5	1967847.12	327710	3900939.5	5249851	325981.22	2399857.75	3513729.75	2243262.5	310185.5	4488922	238889.31	2600652.25	2753676.5	411711.34	3423912.5	2749020.5	2499786.75	480767.81	2397633	2952114.5	2826761	468017.72	4768445	2616901.25	2916357.5	8340541.5	2569494	3437355.75	589248.62	4599553.5	3980631	845788.31	3381985.25	710096.81	470309.34
124976	"FLC1_YEAST"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	16	693725.81	2117110	2138011.75	536807.81	2067576.25	715748.56	654072.75	568764	2483830.5	754141.81	2453983	681441.75	2200529.25	2230592.75	837725.56	633343	2807530.25	903163.5	758763.88	820827.44	3063349	756275.31	3631136.25	763919.06	2762782.25	851680.06	743070.25	906400.88	3462834.5	944544.62	941384.69	952907.19	4699881	804191.81	909769.12	1034333.25	5893742.5	1014609.69	5106941	952125.75
125927	"FLC2_YEAST"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	1	985629.56	925085.5	857746.56	855956.62	980674.69	833038	746127.62	617910.62	888671.44	690005	941604.44	778913.62	NA	NA	929580.31	862041	884667	781072.62	649746.38	NA	692652.38	NA	814138.81	744028.94	805895.5	857151.25	767072.25	NA	888880.88	990413.06	NA	822661.88	957490.69	729337.56	957877.38	733390.94	1083188.38	885678	963189.31	544086.5
126490	"FLC3_YEAST"	NA	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	3	680241.44	658953.38	621243.44	NA	685277.5	622506	598709.12	511244.44	676317.19	644088.75	642119.94	613722.69	673644.62	NA	NA	NA	715848.56	726205.56	NA	694506.25	737569.81	NA	NA	716231.56	NA	907929.75	536402.38	NA	540486.81	NA	NA	NA	980688.88	NA	NA	645181.31	806619.88	567956.56	NA	NA
